"","V1","V2","V3","V4"
"1",-0.368294775485992,0.75631195306778,-0.557216286659241,0.0568117499351501
"2",0.757499694824219,-0.159612417221069,-0.159201800823212,-1.01425451040268
"3",0.0606704354286194,-0.761495471000671,-0.135371029376984,0.27642560005188
"4",-0.795726358890533,-0.843662142753601,0.320327043533325,-0.197521150112152
"5",-0.911758422851562,-0.291958928108215,0.0461919903755188,-0.707817673683167
"6",0.0774275064468384,-0.565834164619446,-0.381531596183777,0.425714910030365
"7",0.827501565217972,-0.344796657562256,0.458073258399963,0.0586176514625549
"8",0.67835009098053,-0.158545970916748,0.0509845018386841,0.604345321655273
"9",-0.697584062814713,-0.4642294049263,-0.242391705513,0.685603380203247
"10",-0.39979076385498,-0.253402829170227,0.830629050731659,0.635466277599335
"11",0.553337156772614,0.0175795555114746,-0.795200705528259,-0.0620810836553574
"12",-0.0718526244163513,-0.184794247150421,0.0576545000076294,0.932504892349243
"13",0.787613213062286,-0.157942712306976,0.415322721004486,0.969321310520172
"14",-0.136299133300781,0.400615096092224,-0.0519741773605347,0.874382734298706
"15",-0.377988159656525,0.973313689231873,0.144721567630768,-0.680627524852753
"16",0.6386798620224,-0.492628872394562,0.0537582635879517,0.683725297451019
"17",-0.376776695251465,-0.578732490539551,-0.69779235124588,-0.140667200088501
"18",0.619604885578156,0.421282231807709,-0.496091723442078,0.157096564769745
"19",-0.642838716506958,0.377029478549957,0.513750493526459,-0.934348404407501
"20",-0.0077325701713562,-0.263235211372375,1.02205699682236,-0.194899499416351
"21",-0.499273955821991,-0.0803707242012024,0.780150055885315,-0.979133516550064
"22",-1.02125555276871,-0.459286987781525,0.903378427028656,0.98231703042984
"23",0.669188976287842,-0.975387513637543,-0.131670296192169,0.567536234855652
"24",-0.91939651966095,-0.312038958072662,0.723307073116302,-0.80423241853714
"25",-0.506095051765442,-0.162847638130188,0.0745263695716858,0.246696591377258
"26",-0.116824686527252,0.631887257099152,0.848649561405182,-1.04214543104172
"27",-0.902217149734497,-0.69562029838562,-0.591008126735687,0.056456983089447
"28",0.605042278766632,0.842760741710663,0.392035186290741,0.00787055492401123
"29",-0.383066475391388,0.162302136421204,-0.913445770740509,0.963929772377014
"30",-0.333750247955322,-0.0526706576347351,-0.723713099956512,-0.924330294132233
"31",-0.182852327823639,0.239480912685394,0.119074940681458,-0.918344020843506
"32",-0.249899566173553,-0.34295517206192,0.961039781570435,-0.297276377677917
"33",0.602012097835541,0.990963399410248,-0.257120668888092,-0.318703293800354
"34",-0.442510336637497,0.563217163085938,-0.991860389709473,0.62987220287323
"35",-0.530168652534485,0.00940907001495361,0.0910872220993042,0.964817762374878
"36",0.938234746456146,-0.476577043533325,-1.03814613819122,-0.0572869181632996
"37",0.927170813083649,0.157740890979767,-0.892279028892517,-0.9421506524086
"38",-0.910172820091248,0.812502562999725,0.719235301017761,-0.184354364871979
"39",-0.361880838871002,0.0168504118919373,-0.32586133480072,0.879115998744965
"40",-1.01265627145767,-0.123776376247406,-1.11423063278198,0.318993270397186
"41",0.332437217235565,-0.145773380994797,-0.788622498512268,-0.663367331027985
"42",0.0136986672878265,0.981682360172272,-0.815493404865265,-0.856629490852356
"43",-0.224551439285278,0.178418815135956,0.423332273960114,-0.596550762653351
"44",0.986552059650421,-0.181910872459412,-0.127524673938751,-0.854990899562836
"45",-0.0520848035812378,-0.48070764541626,-0.778588682413101,0.30854856967926
"46",-0.218289464712143,0.0882623195648193,-0.485268473625183,-0.0497450828552246
"47",-0.465472638607025,-0.782485246658325,0.444240808486938,-0.795623242855072
"48",0.828583598136902,1.13473761081696,-0.426640719175339,0.181744039058685
"49",2.94726113136858,0.156779904849827,-1.0111111998558,-1.27450065501034
"50",-0.163812220096588,-0.478603899478912,27.4694918394089,0.337776243686676
"51",-0.807540327310562,-0.68042927980423,0.682277873158455,-0.761368244886398
"52",-1.51460952311754,-0.537049070000648,-0.718286767601967,1.52141321264207
